Date,Adj Close,Label,Open,High,Low,Volume,Subjectivity,Polarity,compound,neg,pos,neu
2010-07-26,10525.429688,1,10424.169922,10526.790039,10414.400391,178820000,0.3439189189189188,0.04039721539721541,-0.9961,0.173,0.079,0.748
2010-07-27,10537.69043,0,10525.280273,10578.330078,10494.860352,180550000,0.3285846267553585,-0.00455469327420547,-0.9977,0.211,0.099,0.689
2010-07-28,10497.879883,0,10537.009766,10548.519531,10463.219727,162070000,0.36648484848484847,-0.0655757575757576,-0.9985,0.23,0.063,0.706
2010-07-29,10467.160156,0,10498.94043,10584.990234,10387.389648,202110000,0.3132756132756133,0.023116670910788555,-0.9698,0.113,0.06,0.827
2010-07-30,10465.94043,1,10465.19043,10507.19043,10347.5,208160000,0.4856854256854257,-0.08302849927849927,-0.9985,0.201,0.032,0.767
2010-08-02,10674.379883,0,10468.820312,10692.200195,10468.589844,167640000,0.3560224089635855,0.029395849248790417,-0.9963,0.177,0.078,0.745
2010-08-03,10636.379883,1,10673.919922,10676.950195,10600.959961,164880000,0.32600288600288607,-0.03019119769119769,-0.9926,0.167,0.093,0.74
2010-08-04,10680.429688,0,10630.200195,10702.990234,10627.530273,173360000,0.427469696969697,0.019146464646464658,-0.996,0.19,0.042,0.767
2010-08-05,10674.980469,0,10679.669922,10679.75,10612.849609,139610000,0.3532016594516595,0.04171176046176046,-0.9672,0.119,0.071,0.81
2010-08-06,10653.55957,1,10668.549805,10668.700195,10515.370117,154870000,0.32111436950146627,0.034506353861192565,-0.995,0.216,0.116,0.668
2010-08-09,10698.75,0,10654.620117,10719.94043,10649.400391,166330000,0.35780423280423285,-0.03578042328042328,-0.98,0.129,0.084,0.787
2010-08-10,10644.25,0,10696.629883,10700.709961,10551.620117,203490000,0.35855263157894735,0.01864035087719298,-0.9971,0.161,0.05,0.789
2010-08-11,10378.830078,0,10631.820312,10631.900391,10367.330078,219330000,0.34067296340023606,0.15720188902007085,-0.9565,0.137,0.099,0.763
2010-08-12,10319.950195,0,10361.580078,10361.650391,10268.709961,221030000,0.4315361952861953,-0.005210437710437717,-0.9916,0.152,0.067,0.781
2010-08-13,10303.150391,0,10320.330078,10354.919922,10285.44043,151620000,0.4147952741702742,0.014812023294166147,-0.9956,0.159,0.054,0.788
2010-08-16,10302.009766,1,10303.070312,10333.120117,10209.530273,146040000,0.34880952380952385,0.041428571428571426,-0.9961,0.186,0.076,0.737
2010-08-17,10405.849609,1,10297.629883,10480.44043,10297.469727,191340000,0.4501082251082251,0.09841269841269842,-0.9777,0.139,0.089,0.772
2010-08-18,10415.540039,0,10398.589844,10472.299805,10330.019531,168560000,0.3935064935064935,0.051370851370851366,-0.9735,0.136,0.093,0.771
2010-08-19,10271.209961,0,10411.150391,10411.150391,10216.19043,227740000,0.37537411148522254,-0.0031799476243920687,-0.9901,0.122,0.047,0.831
2010-08-20,10213.620117,0,10270.980469,10270.980469,10147.240234,251150000,0.2797483766233766,0.026603084415584413,-0.9958,0.161,0.035,0.805
2010-08-23,10174.410156,0,10215.509766,10304.700195,10170.290039,173000000,0.2066666666666667,-0.02719512195121952,-0.9853,0.148,0.093,0.758
2010-08-24,10040.450195,1,10173.049805,10173.049805,9991.179688,223680000,0.3598669623059867,-0.10510901699926092,-0.994,0.122,0.025,0.853
2010-08-25,10060.05957,0,10040.150391,10097.400391,9937.980469,183890000,0.36637150728059814,-0.07122851895579167,-0.9952,0.191,0.071,0.738
2010-08-26,9985.80957,1,10059.900391,10104.709961,9968.099609,176330000,0.3704102715466352,0.006434474616292793,-0.9809,0.179,0.096,0.725
2010-08-27,10150.650391,0,9982.179688,10159.879883,9936.620117,207760000,0.30813021519543254,0.0064064558629776044,-0.9832,0.135,0.085,0.78
2010-08-30,10009.730469,1,10145.580078,10150.570312,10007.679688,150480000,0.42974747474747477,0.029368686868686877,-0.9941,0.157,0.052,0.791
2010-08-31,10014.719727,1,10006.419922,10073.379883,9941.839844,255420000,0.36653605015673985,0.005564263322884017,-0.9959,0.154,0.041,0.805
2010-09-01,10269.469727,1,10016.009766,10279.080078,10016.009766,205710000,0.3843434343434343,0.16502525252525255,-0.9959,0.171,0.061,0.767
2010-09-02,10320.099609,1,10270.080078,10320.370117,10253.959961,149930000,0.27049549549549545,0.08468468468468467,-0.998,0.19,0.051,0.759
2010-09-03,10447.929688,0,10321.919922,10451.150391,10321.839844,168600000,0.3165088383838384,-0.05542929292929292,-0.997,0.186,0.053,0.762
2010-09-07,10340.69043,1,10446.799805,10446.799805,10332.400391,149040000,0.3587566137566138,-0.013095238095238094,-0.9813,0.153,0.102,0.745
2010-09-08,10387.009766,1,10338.490234,10426.700195,10335.69043,166760000,0.3917989417989418,0.02328042328042328,-0.9852,0.127,0.053,0.82
2010-09-09,10415.240234,1,10388.139648,10476.620117,10386.629883,163590000,0.390070707070707,-0.007101010101010104,-0.9879,0.154,0.07,0.776
2010-09-10,10462.769531,1,10415.009766,10471.280273,10403.169922,140320000,0.35265476190476186,0.09632142857142859,-0.9986,0.223,0.064,0.713
2010-09-13,10544.129883,0,10458.599609,10567.589844,10458.599609,190720000,0.2708379715522572,0.0003432282003710604,-0.9949,0.136,0.026,0.838
2010-09-14,10526.490234,1,10544.730469,10588.320312,10499.700195,192410000,0.38783444198078354,0.06135439763488544,-0.9953,0.182,0.07,0.747
2010-09-15,10572.730469,1,10526.419922,10587.799805,10480.780273,167420000,0.28095238095238095,0.06388888888888891,-0.981,0.131,0.061,0.809
2010-09-16,10594.830078,1,10571.75,10603.69043,10522.480469,170300000,0.425,-0.013333333333333327,-0.9946,0.162,0.087,0.751
2010-09-17,10607.849609,1,10595.549805,10650.160156,10567.360352,367230000,0.3693693693693695,0.11081081081081083,-0.9951,0.174,0.096,0.73
2010-09-20,10753.620117,1,10608.080078,10774.129883,10608.080078,157120000,0.2442577030812325,0.09747899159663864,-0.9979,0.208,0.106,0.686
2010-09-21,10761.030273,0,10753.389648,10833.389648,10717.740234,186740000,0.5009313725490196,0.10936274509803924,-0.9876,0.148,0.085,0.767
2010-09-22,10739.30957,0,10761.110352,10805.379883,10708.400391,168590000,0.3172268907563025,0.05546218487394958,-0.9919,0.167,0.072,0.761
2010-09-23,10662.419922,1,10738.480469,10761.94043,10640.919922,156830000,0.408071314650262,0.023265550239234448,-0.9919,0.137,0.057,0.806
2010-09-24,10860.259766,0,10664.389648,10865.780273,10664.30957,179270000,0.40531788472964947,0.014601901366607252,-0.9902,0.115,0.042,0.843
2010-09-27,10812.040039,1,10860.030273,10873.200195,10809.620117,143910000,0.3017800182273866,0.006737012987012996,-0.9935,0.134,0.049,0.817
2010-09-28,10858.139648,0,10809.169922,10886.209961,10728.639648,167110000,0.309988038277512,0.05073763955342905,-0.9979,0.204,0.044,0.752
2010-09-29,10835.280273,0,10857.980469,10869.259766,10798.879883,158830000,0.3602513227513227,0.06140271765271763,-0.9966,0.237,0.09,0.673
2010-09-30,10788.049805,1,10836.040039,10948.879883,10745.44043,214540000,0.340462962962963,0.022908249158249152,-0.9883,0.152,0.077,0.772
2010-10-01,10829.679688,0,10789.719727,10866.540039,10780.639648,161890000,0.382020757020757,-0.0279900654900655,-0.997,0.196,0.055,0.748
2010-10-04,10751.269531,1,10828.849609,10853.709961,10711.120117,160370000,0.3857407407407408,-0.014259259259259277,-0.9978,0.208,0.08,0.712
2010-10-05,10944.719727,1,10752.780273,10965.610352,10752.629883,216240000,0.3019246519246519,0.028910728910728913,-0.9818,0.125,0.081,0.794
2010-10-06,10967.650391,0,10936.790039,10974.160156,10918.570312,163440000,0.3345867768595041,0.08578512396694214,-0.9138,0.074,0.06,0.866
2010-10-07,10948.580078,1,10968.410156,10998.530273,10892.759766,141920000,0.309469696969697,0.05681818181818183,-0.9826,0.151,0.115,0.734
2010-10-08,11006.480469,1,10948.5,11032.169922,10929.280273,152280000,0.3581521382657746,0.0006473009313918396,-0.9961,0.196,0.08,0.724
2010-10-11,11010.339844,1,11006.929688,11030.5,10977.900391,114830000,0.2750440917107584,0.022883597883597884,-0.9949,0.147,0.078,0.774
2010-10-12,11020.400391,1,11010.790039,11053.209961,10913.839844,155150000,0.3270325203252032,0.01951219512195121,-0.9951,0.157,0.064,0.779
2010-10-13,11096.080078,0,11022.820312,11155.230469,11022.070312,224920000,0.29534493284493285,-0.004628357753357759,-0.9906,0.174,0.09,0.736
2010-10-14,11094.570312,0,11096.990234,11112.200195,11023.540039,196170000,0.39375146817007284,0.01725980737608646,0.5997,0.124,0.138,0.738
2010-10-15,11062.780273,1,11096.009766,11141.19043,11010.679688,319210000,0.3395493395493395,0.12643745143745141,-0.9903,0.138,0.077,0.784
2010-10-18,11143.69043,0,11062.629883,11159.049805,11054.759766,190290000,0.36355820105820114,0.035720298220298215,-0.9964,0.173,0.054,0.772
2010-10-19,10978.620117,1,11139.599609,11139.599609,10917.620117,247640000,0.38138888888888883,0.04395833333333334,-0.9371,0.149,0.123,0.728
2010-10-20,11107.969727,1,10974.519531,11152.879883,10970.889648,220140000,0.4143415284924718,0.024223365732799713,-0.996,0.149,0.032,0.819
2010-10-21,11146.570312,0,11105.240234,11213.540039,11066.19043,178060000,0.3964772727272727,0.14056818181818181,-0.9913,0.15,0.072,0.778
2010-10-22,11132.55957,1,11146.410156,11159.049805,11109.25,104570000,0.3946413946413947,0.06248829998829998,-0.9986,0.253,0.076,0.671
2010-10-25,11164.049805,1,11133.400391,11247.599609,11132.339844,168110000,0.3321969696969696,-0.00014204545454544852,-0.9963,0.177,0.044,0.779
2010-10-26,11169.459961,0,11163.139648,11184.820312,11087.0,159040000,0.3591097308488613,0.059109730848861286,-0.9918,0.173,0.102,0.725
2010-10-27,11126.280273,0,11168.400391,11168.400391,11020.820312,167080000,0.39305836139169475,-0.0243294051627385,-0.9963,0.204,0.099,0.697
2010-10-28,11113.950195,1,11127.339844,11179.339844,11052.599609,156250000,0.21038799650641754,-0.051360313662945245,-0.9974,0.218,0.064,0.718
2010-10-29,11118.490234,1,11120.450195,11131.009766,11075.799805,189650000,0.3825827721661055,-0.0555415263748597,-0.9972,0.171,0.042,0.787
2010-11-01,11124.620117,1,11120.299805,11244.269531,11062.330078,150130000,0.40488315103699724,0.09917368955830493,-0.9723,0.141,0.081,0.778
2010-11-02,11188.719727,1,11125.219727,11219.519531,11125.219727,150390000,0.41384885439763497,0.021055062823355494,-0.9742,0.107,0.053,0.84
2010-11-03,11215.129883,1,11184.879883,11226.639648,11097.370117,177580000,0.30479055258467025,-0.0439059714795009,-0.9951,0.13,0.041,0.829
2010-11-04,11434.839844,1,11216.650391,11440.370117,11216.650391,234680000,0.40208333333333324,-0.0074121900826446315,-0.9971,0.161,0.021,0.818
2010-11-05,11444.080078,0,11435.219727,11451.530273,11393.519531,211670000,0.4500296195033037,-0.012928343586238318,-0.9984,0.184,0.063,0.753
2010-11-08,11406.839844,0,11439.540039,11439.610352,11362.530273,143990000,0.30773268398268394,-0.01990800865800866,-0.9969,0.166,0.056,0.777
2010-11-09,11346.75,1,11403.589844,11421.139648,11303.19043,161910000,0.31395952884324974,0.05892429276150206,-0.997,0.188,0.085,0.727
2010-11-10,11357.040039,0,11342.80957,11366.160156,11255.019531,164170000,0.42369457284711515,0.041453273656663486,-0.9961,0.184,0.098,0.718
2010-11-11,11283.099609,0,11326.69043,11326.769531,11231.219727,296660000,0.3574104683195593,-0.00011019283746556209,-0.9858,0.133,0.087,0.78
2010-11-12,11192.580078,1,11281.280273,11283.700195,11143.839844,217650000,0.25343055555555555,-0.02020138888888889,-0.9865,0.121,0.063,0.816
2010-11-15,11201.969727,0,11194.019531,11280.900391,11189.099609,155660000,0.30038811762949696,0.025723988655023122,-0.9981,0.219,0.084,0.697
2010-11-16,11023.5,0,11194.700195,11194.700195,10978.929688,254570000,0.3783876925543592,0.010706546539879867,-0.976,0.133,0.074,0.793
2010-11-17,11007.879883,1,11017.830078,11042.160156,10990.80957,160250000,0.2966567852437418,-0.004553689064558635,-0.9247,0.086,0.056,0.858
2010-11-18,11181.230469,1,11010.490234,11199.69043,11010.339844,171770000,0.2875252525252525,-0.014242424242424254,-0.9982,0.221,0.041,0.738
2010-11-19,11203.549805,0,11180.769531,11206.169922,11119.240234,219400000,0.39500278761642404,0.04602518693427784,-0.9952,0.176,0.086,0.739
2010-11-22,11178.580078,0,11201.660156,11206.049805,11054.530273,152850000,0.37291874791874796,-0.04983072483072481,-0.9814,0.146,0.08,0.774
2010-11-23,11036.370117,1,11177.599609,11180.169922,10992.169922,192820000,0.35625960061443934,0.011482334869431647,-0.9913,0.137,0.062,0.801
2010-11-24,11187.280273,0,11037.349609,11195.990234,11037.349609,138280000,0.41613261466202645,0.03523505361740654,-0.99,0.147,0.075,0.778
2010-11-26,11091.870117,0,11183.5,11183.5,11067.169922,68400000,0.4375438773113192,0.007401003389375499,0.8045,0.122,0.134,0.745
2010-11-29,11052.490234,0,11083.75,11083.820312,10929.280273,151530000,0.34259259259259256,0.024242424242424235,-0.9986,0.227,0.049,0.724
2010-11-30,11006.019531,1,11049.719727,11062.629883,10942.980469,233770000,0.3860164141414142,-0.01591729797979798,-0.9953,0.143,0.04,0.816
2010-12-01,11255.780273,1,11007.230469,11276.099609,11007.230469,202520000,0.4284966062743841,-0.002538613649724764,-0.991,0.164,0.075,0.761
2010-12-02,11362.410156,1,11255.929688,11373.799805,11255.849609,212090000,0.36288618788618787,0.05229585229585231,-0.967,0.112,0.056,0.832
2010-12-03,11382.089844,0,11361.879883,11388.870117,11318.820312,149440000,0.28788346788346786,0.035858780858780845,-0.9965,0.152,0.045,0.803
2010-12-06,11362.19043,0,11381.330078,11392.080078,11350.269531,122240000,0.3472514619883041,0.03454678362573099,-0.9965,0.162,0.072,0.766
2010-12-07,11359.160156,1,11363.849609,11450.889648,11354.089844,175720000,0.29888766080255447,0.01987396763992509,-0.9911,0.151,0.088,0.76
2010-12-08,11372.480469,0,11354.450195,11389.089844,11327.490234,152510000,0.3805555555555556,0.04735863095238094,-0.9856,0.131,0.074,0.795
2010-12-09,11370.05957,1,11370.44043,11413.349609,11331.5,167970000,0.339669012904307,0.030174215762451054,-0.9863,0.122,0.072,0.806
2010-12-10,11410.320312,1,11370.05957,11413.69043,11357.719727,151820000,0.4044117647058823,-0.1426470588235294,-0.9932,0.17,0.061,0.769
2010-12-13,11428.55957,1,11406.160156,11480.030273,11405.330078,151190000,0.36912089646464646,0.06273279671717172,-0.9225,0.109,0.066,0.825
2010-12-14,11476.540039,0,11429.240234,11514.080078,11428.94043,149860000,0.22642309797482213,0.05908593322386426,-0.9911,0.184,0.1,0.717
2010-12-15,11457.469727,1,11475.639648,11519.040039,11445.669922,189670000,0.33032114943879654,0.044449423125893714,-0.9916,0.145,0.061,0.795
2010-12-16,11499.25,0,11457.929688,11514.839844,11421.299805,163040000,0.3210975609756097,-0.06611788617886177,-0.9924,0.195,0.097,0.708
2010-12-17,11491.910156,0,11499.019531,11503.179688,11451.0,358300000,0.2793900543900544,-0.018939393939393954,-0.9976,0.21,0.093,0.697
2010-12-20,11478.129883,1,11491.299805,11517.070312,11442.679688,125360000,0.34964387464387464,-0.04077101139601139,-0.9948,0.167,0.083,0.75
2010-12-21,11533.160156,1,11478.360352,11549.120117,11478.290039,119420000,0.31819498069498064,0.005047458172458174,-0.9986,0.222,0.079,0.7
2010-12-22,11559.490234,1,11532.169922,11566.990234,11528.080078,122040000,0.3590989257655923,-0.05830828122494788,-0.995,0.144,0.027,0.829
2010-12-23,11573.490234,0,11559.110352,11580.839844,11542.620117,100840000,0.39544492544492554,0.036986531986532,-0.9973,0.198,0.084,0.718
2010-12-27,11555.030273,1,11572.80957,11573.19043,11518.44043,76820000,0.36913299663299665,0.09033249158249158,-0.9884,0.104,0.067,0.829
2010-12-28,11575.540039,1,11554.799805,11591.129883,11541.139648,114100000,0.3191011850102759,0.0006089028816301498,-0.9979,0.195,0.067,0.738
2010-12-29,11585.379883,0,11572.740234,11625.0,11572.660156,77800000,0.352066344508205,0.08148092217859661,-0.9976,0.2,0.074,0.726
2010-12-30,11569.709961,1,11585.379883,11594.379883,11551.929688,76820000,0.4017272023369585,0.11558881497905889,-0.1796,0.1,0.094,0.806
2010-12-31,11577.509766,1,11569.330078,11597.410156,11530.320312,93330000,0.41444618599791005,0.08304784296163609,-0.9968,0.179,0.099,0.722
2011-01-03,11670.75,1,11577.429688,11711.469727,11577.349609,203420000,0.4167231134878194,0.0804025549613785,-0.9917,0.108,0.05,0.842
2011-01-04,11691.179688,1,11670.900391,11698.219727,11635.740234,178630000,0.35001352813852815,0.09245941558441556,-0.9927,0.117,0.052,0.831
2011-01-05,11722.889648,0,11688.610352,11742.679688,11652.889648,169990000,0.38730746377805203,0.07297237076648842,-0.9973,0.17,0.069,0.761
2011-01-06,11697.30957,0,11716.929688,11736.740234,11667.459961,193080000,0.4146735209235209,-0.011461038961038967,-0.9983,0.255,0.045,0.7
2011-01-07,11674.759766,0,11696.860352,11726.94043,11599.679688,188720000,0.37583126093764385,0.12937045224279267,-0.9932,0.137,0.069,0.794
2011-01-10,11637.450195,1,11672.339844,11677.330078,11573.870117,150340000,0.42057581307581304,0.057958152958152924,-0.9973,0.192,0.096,0.712
2011-01-11,11671.879883,1,11638.509766,11704.120117,11635.480469,157440000,0.3949060150375939,0.06777568922305764,-0.9871,0.145,0.076,0.779
2011-01-12,11755.44043,0,11673.620117,11782.230469,11673.620117,144960000,0.2668703160638644,-0.02363962202671881,-0.9975,0.161,0.048,0.79
2011-01-13,11731.900391,1,11753.700195,11757.25,11700.530273,161660000,0.40409932659932674,0.020016835016835013,-0.9368,0.126,0.093,0.781
2011-01-14,11787.379883,1,11732.129883,11794.150391,11698.830078,200770000,0.264922480620155,0.03633720930232558,0.035,0.091,0.085,0.824
2011-01-18,11837.929688,0,11783.820312,11858.780273,11777.990234,203390000,0.33033273915626854,0.036779560308972066,-0.9451,0.107,0.075,0.818
2011-01-19,11825.290039,0,11834.209961,11861.240234,11798.459961,166250000,0.40963541666666664,0.10208333333333333,-0.9722,0.126,0.076,0.798
2011-01-20,11822.799805,1,11823.700195,11845.160156,11744.769531,180800000,0.4701311433664374,-0.006280451574569221,-0.9967,0.199,0.109,0.691
2011-01-21,11871.839844,1,11822.950195,11905.480469,11822.799805,249480000,0.3368055555555556,-0.09728986291486294,-0.9974,0.164,0.053,0.783
2011-01-24,11980.519531,0,11873.429688,11982.94043,11867.980469,184000000,0.36338383838383836,0.025091827364554647,-0.9843,0.134,0.065,0.802
2011-01-25,11977.19043,1,11980.519531,11985.969727,11898.740234,191950000,0.34876262626262633,-0.038409090909090914,-0.9956,0.203,0.052,0.744
2011-01-26,11985.44043,1,11978.849609,12020.519531,11961.830078,168320000,0.39300964187327825,0.044214876033057855,-0.9941,0.198,0.064,0.738
2011-01-27,11989.830078,0,11985.360352,12019.530273,11971.929688,167770000,0.41773504273504275,0.11539109039109038,-0.9933,0.135,0.057,0.808
2011-01-28,11823.700195,1,11990.360352,12012.419922,11803.040039,214170000,0.4534844495781997,0.02244721424408924,-0.9475,0.086,0.026,0.889
2011-01-31,11891.929688,1,11824.389648,11891.929688,11817.879883,206580000,0.393524531024531,0.0683261183261183,-0.9626,0.143,0.084,0.773
2011-02-01,12040.160156,1,11892.5,12050.75,11892.5,180890000,0.3791105499438833,0.0703843995510662,0.6861,0.059,0.062,0.879
2011-02-02,12041.969727,1,12038.269531,12057.910156,12018.509766,143440000,0.44588360357591117,0.1235894447432909,-0.9319,0.142,0.112,0.745
2011-02-03,12062.259766,1,12040.679688,12080.540039,11981.049805,143710000,0.5878637566137567,-0.041732804232804246,-0.9987,0.27,0.114,0.616
2011-02-04,12092.150391,1,12061.730469,12092.419922,12025.780273,121780000,0.383943722943723,-0.01911688311688312,-0.9738,0.127,0.078,0.795
2011-02-07,12161.629883,1,12092.379883,12188.759766,12092.299805,132960000,0.37742857142857145,-0.2012380952380952,-0.9871,0.149,0.086,0.765
2011-02-08,12233.150391,1,12152.700195,12238.790039,12150.049805,126650000,0.331284038542103,0.04055823209049015,-0.9903,0.104,0.018,0.878
2011-02-09,12239.889648,0,12229.290039,12254.230469,12188.19043,162910000,0.30619235836627146,0.010046113306982874,-0.9934,0.163,0.036,0.801
2011-02-10,12229.290039,1,12239.660156,12239.660156,12156.94043,274440000,0.4502463661000246,0.056183789110618367,-0.9914,0.166,0.107,0.728
2011-02-11,12273.259766,0,12227.780273,12285.94043,12180.480469,184290000,0.32201423097974824,-0.00902846195949645,-0.9127,0.116,0.087,0.796
2011-02-14,12268.19043,0,12266.830078,12276.209961,12235.910156,146350000,0.43623737373737376,0.16084054834054834,-0.982,0.165,0.108,0.727
2011-02-15,12226.639648,1,12266.75,12267.660156,12193.269531,142580000,0.3108484848484849,-0.0787121212121212,-0.9977,0.22,0.042,0.738
2011-02-16,12288.169922,1,12219.790039,12303.160156,12219.790039,146270000,0.35734064785788927,-0.009952978056426335,-0.9974,0.218,0.054,0.728
2011-02-17,12318.139648,1,12287.719727,12331.30957,12253.240234,130860000,0.414557207498384,-0.02843573093573093,-0.9967,0.204,0.062,0.734
2011-02-18,12391.25,0,12318.669922,12391.290039,12303.230469,230040000,0.3824652777777778,-0.02960069444444444,-0.9976,0.21,0.054,0.737
2011-02-22,12212.790039,0,12389.740234,12389.820312,12176.30957,201860000,0.4467335694608423,0.05008854781582055,-0.6761,0.112,0.096,0.792
2011-02-23,12105.780273,0,12211.80957,12221.120117,12063.429688,213490000,0.4071428571428572,-0.0782608695652174,-0.9867,0.131,0.061,0.808
2011-02-24,12068.5,1,12104.55957,12129.620117,11983.169922,190860000,0.3717509920634921,0.028565228174603174,-0.9924,0.169,0.063,0.768
2011-02-25,12130.450195,1,12060.929688,12151.030273,12060.929688,147540000,0.4080695150260368,0.04760779377627203,-0.9969,0.204,0.055,0.741
2011-02-28,12226.339844,0,12130.450195,12235.040039,12130.150391,199560000,0.3986137692716641,0.08859217171717172,-0.9929,0.171,0.083,0.746
2011-03-01,12058.019531,1,12226.490234,12261.379883,12054.990234,183240000,0.34429602143887855,0.038789940218511634,-0.9802,0.101,0.052,0.848
2011-03-02,12066.799805,1,12057.339844,12115.120117,12018.629883,147270000,0.40809178743961355,-0.04317632850241544,-0.9952,0.161,0.066,0.773
2011-03-03,12258.200195,0,12068.009766,12283.099609,12068.009766,157840000,0.2691804746977161,0.041959247648902825,-0.9976,0.186,0.049,0.765
2011-03-04,12169.879883,0,12258.879883,12271.370117,12079.509766,166700000,0.3915847362514029,0.005048260381593718,-0.9966,0.193,0.066,0.742
2011-03-07,12090.030273,1,12171.089844,12243.44043,12041.599609,176200000,0.47158385093167704,0.042339544513457554,-0.604,0.133,0.116,0.75
2011-03-08,12214.379883,0,12085.870117,12251.200195,12072.209961,158610000,0.33605415052783477,0.011379775195564672,-0.9971,0.19,0.065,0.745
2011-03-09,12213.089844,0,12211.160156,12257.820312,12156.599609,128360000,0.402114448051948,0.07094832251082249,-0.9978,0.198,0.059,0.742
2011-03-10,11984.610352,1,12211.429688,12211.429688,11974.389648,180660000,0.5472222222222223,0.16840277777777776,-0.9944,0.212,0.046,0.743
2011-03-11,12044.400391,0,11976.959961,12087.009766,11936.320312,143670000,0.5464069880736548,0.15382272048938717,0.8807,0.079,0.105,0.817
2011-03-14,11993.160156,0,12042.129883,12042.129883,11897.30957,163000000,0.3687689393939394,0.11116477272727272,-0.9717,0.132,0.1,0.769
2011-03-15,11855.419922,0,11988.69043,11988.69043,11696.25,221930000,0.3613082039911308,0.05550628233555063,-0.9915,0.16,0.08,0.759
2011-03-16,11613.299805,1,11854.200195,11856.700195,11555.480469,254070000,0.4146004866593102,0.05865730130436013,-0.9923,0.161,0.088,0.752
2011-03-17,11774.589844,1,11614.889648,11800.540039,11614.820312,182260000,0.3557692307692308,-0.04097985347985349,-0.9969,0.183,0.072,0.745
2011-03-18,11858.519531,1,11777.230469,11927.089844,11777.230469,355050000,0.35919540229885055,0.05775862068965518,-0.9333,0.108,0.077,0.815
2011-03-21,12036.530273,0,11860.110352,12078.299805,11860.110352,143390000,0.3474979524979525,0.007979115479115484,-0.9948,0.171,0.052,0.778
2011-03-22,12018.629883,1,12036.370117,12050.980469,12002.849609,115660000,0.48124613481756345,-0.00889146567717996,-0.9475,0.147,0.108,0.745
2011-03-23,12086.019531,1,12018.400391,12116.139648,11972.610352,133940000,0.3322474747474747,0.05297979797979798,-0.9917,0.167,0.051,0.783
2011-03-24,12170.55957,1,12087.540039,12191.179688,12087.540039,131610000,0.386129588568613,0.028467602857846754,-0.9967,0.169,0.032,0.799
2011-03-25,12220.589844,0,12170.709961,12259.790039,12170.709961,129790000,0.41900584795321644,0.01476608187134503,-0.9819,0.119,0.064,0.817
2011-03-28,12197.879883,1,12221.19043,12272.919922,12197.879883,123070000,0.335958853238265,-0.08941250742721331,-0.9991,0.252,0.03,0.718
2011-03-29,12279.009766,1,12194.480469,12285.410156,12173.509766,129030000,0.338952380952381,0.028928571428571425,-0.9858,0.156,0.076,0.768
2011-03-30,12350.610352,0,12280.070312,12383.459961,12280.070312,140340000,0.4195951107715814,0.067825311942959,-0.9753,0.102,0.041,0.857
2011-03-31,12319.730469,1,12350.759766,12381.679688,12319.009766,186140000,0.3815689149560117,0.11981526454056694,-0.9951,0.196,0.098,0.706
2011-04-01,12376.719727,1,12321.019531,12419.709961,12321.019531,147600000,0.3865833333333334,0.12966666666666668,-0.985,0.134,0.06,0.806
2011-04-04,12400.030273,0,12374.599609,12407.410156,12369.150391,114660000,0.2617975117975118,0.007010257010257004,-0.9966,0.184,0.051,0.765
2011-04-05,12393.900391,1,12402.080078,12438.139648,12353.339844,142340000,0.30412512218963833,0.06117302052785925,-0.9973,0.211,0.045,0.744
2011-04-06,12426.75,0,12386.660156,12450.929688,12386.660156,182350000,0.35268308080808086,-0.06593118686868686,-0.9944,0.136,0.046,0.817
2011-04-07,12409.490234,0,12426.450195,12440.55957,12328.360352,158590000,0.33276978276978275,0.012178737178737173,-0.9984,0.219,0.07,0.711
2011-04-08,12380.049805,1,12409.870117,12450.360352,12320.719727,122820000,0.3508572908572909,0.07006345506345507,-0.9933,0.158,0.072,0.77
2011-04-11,12381.110352,0,12380.429688,12444.0,12352.879883,109950000,0.2413059163059163,-0.0012987012987013017,-0.9819,0.134,0.056,0.81
2011-04-12,12263.580078,1,12381.19043,12381.19043,12233.0,137260000,0.4771385732323232,-0.0751533189033189,-0.9973,0.253,0.087,0.661
2011-04-13,12270.990234,1,12263.650391,12335.099609,12224.450195,118950000,0.3364861016176806,0.00454545454545455,-0.9918,0.139,0.044,0.817
2011-04-14,12285.150391,1,12270.240234,12305.580078,12163.860352,140670000,0.369333646151828,0.00871734326279781,-0.9927,0.178,0.06,0.762
2011-04-15,12341.830078,0,12285.450195,12369.269531,12272.580078,234710000,0.3851851851851852,-0.049999999999999996,-0.9873,0.144,0.04,0.815
2011-04-18,12201.589844,1,12339.709961,12339.790039,12093.889648,190220000,0.357511655011655,0.054099650349650336,-0.9831,0.139,0.052,0.81
2011-04-19,12266.75,1,12201.44043,12275.339844,12200.299805,149870000,0.31812354312354313,-0.039627039627039624,-0.9907,0.156,0.067,0.777
2011-04-20,12453.540039,1,12266.75,12475.530273,12263.580078,203900000,0.3210656990068755,0.06190794499618029,-0.9957,0.202,0.082,0.717
2011-04-21,12505.990234,0,12453.620117,12506.05957,12447.55957,166630000,0.325545634920635,0.02043650793650794,-0.9894,0.174,0.051,0.775
2011-04-25,12479.879883,1,12505.990234,12506.219727,12446.049805,128660000,0.38284313725490193,0.051981209150326786,-0.9651,0.116,0.068,0.816
2011-04-26,12595.370117,1,12480.860352,12613.160156,12478.139648,183980000,0.49750481000480995,-0.023654200737534076,-0.9877,0.143,0.07,0.788
